Applicant Details,,"Eligibility Criteria
Decision Box – Eligibility
application_675_bundle (1).zip,Applicant_675,724650214,Mandera,Textile,NO VERIFIABLE FINANCIAL EVIDENCE,724650214,Fail,NO VERIFIABLE FINANCIAL EVIDENCE ATTACHED. Registration number appears to be phone number (invalid format). Cooperative status but no proper registration certificate provided.,1,Registration number is phone number (0724 650214) - unclear/unverifiable registration; Cooperative claimed but no certificate; ad-hoc operations,0,"NO verifiable financial evidence attached - claims turnover but no bank statement, Mpesa, income statement or balance sheet provided",2,"Claims textile/sales & marketing; intermittent sales pattern (2022: 600K, 2023: 900K, 2024: 450K - declining); weak digital channels; untested products",1,"Aspirational only - ""target depends on income""; no clear plan, no SMART targets, vague responses throughout application",3,"Textiles VC (Priority); weak linkages - procures cotton from neighboring country, focus on sales/marketing/distribution rather than production; peripheral role",2,"59% women (61 of 103); only 12% youth (12 of 103); Treasurer is woman (Fatuma Kassim); low inclusion overall; no clear green practices beyond vague ""consolidate expert on production systems""",P1,Tier 2,20,0,40,20,60,40,2,0,8,5,9,4,28,5,23,#N/A,
application_676_bundle.zip,Applicant_676,PVT-EYUBVYLY,Siaya,Construction,Bank Statement,713916963,Pass,IN SCOPE WITH VERIFIABLE DOCUMENTS AND STRONG FINANCIAL EVIDENCE,5,"Registered 7 Feb 2022 (3+ years); Private Limited Company; complete governance structure (Chairperson, Secretary, CEO, Treasurer identified); professional operations",5,"Turnover: 2022: 34.5M, 2023: 48.5M, 2024: 80M - consistent growth, exceeds 5M threshold; bank statement shows multi-million transactions (6.5M+ inflows in 2023 sample); uses QuickBooks accounting",4,"Multiple channels (B2B 75%, B2C 25%); sells to contractors, developers, hardware stores across Siaya and neighboring counties; regular supply relationships; strong demand in growing construction market; tracks price-cost margins by product (22% concrete, 28% cabro)",5,"Excellent business plan: SMART targets (25% production increase, expand to 3 counties, improve margins 13%→15%); quarterly tracking; clear 2-3 year investment plan (semi-automatic machines, computerized batching, quality lab, inventory software); documented progress (MOU discussions with Kisumu contractors)",5,"Construction VC (Priority); strong integration - procures raw materials (cement from Rai, sand/ballast from local MSMEs), produces cabro & concrete blocks (65% turnover), installs (35% turnover), distributes to contractors/developers/hardware; clear value addition through manufacturing",4,"29% women (24 of 84 total); 83% youth (70 of 84); Secretary & Treasurer are women; worker-owned model empowering casual laborers; 3+ green practices (recycle broken blocks, water-efficient curing, licensed suppliers, dust control measures)",,Tier 1,100,100,80,100,100,80,10,20,16,25,15,8,94,0,94,11,
application_677_bundle (1).zip,Applicant_677,Dsd/25/134/01/5279,Samburu,Dairy,Financial statement (unclear format),729092890,Pass,IN SCOPE WITH REGISTRATION CERTIFICATE BUT WEAK FINANCIAL EVIDENCE,4,Registered 6 Mar 2024 (1.5 years); Self Help Group certificate verified; registered by Director of Social Development under Community Groups Registration Act No. 30 of 2022; governance minimal (only Chairperson: Asunta loldomet named),2,"Turnover: 2022: 300K, 2023: 700K, 2024: 1.3M - growth trajectory but all <1M threshold except 2024; financial statement provided but unclear/poor quality (blurry image); uses QuickBooks (claimed) but evidence not strong",2,Limited market - primarily B2C (90%) to individuals; only 10% B2B (hotels); no e-commerce; limited geographic reach (Samburu North to Samburu West/Maralal only); competes with direct farmers who sell cheaper; niche product (camel milk) with limited availability from north/east Samburu,2,"Vague objectives: ""double production yearly"", ""start powder packing"", ""online marketing"" - no SMART targets, timelines, or metrics; no clear execution plan; equipment needs identified (coolant plant, truck, packaging) but no investment budget or timeline; MOU with transport sacco mentioned but limited detai",3,"Dairy VC (Priority) but EXCLUDING FARMING per criteria; collects camel milk from farmers, pasteurizes/preserves it, transports to Maralal for sale - primarily aggregation/distribution role with minimal processing (pasteurization only); limited value addition; weak linkages",5,80% women (40 of 50); 60% youth (30 of 50); Chairperson is woman (Asunta loldomet); constitution mandates 70% women and women leadership; loans from Women Enterprise Fund mentioned; limited environmental practices beyond pasteurization for durability,,Tier 2,80,40,40,40,60,100,8,8,8,10,9,10,53,0,53,192,
application_678_bundle.zip,Applicant_678,THE UNIVERSITY ACT 2012 (No 42 2012),Meru,Dairy,Training budget documents,721656667,Fail,"INELIGIBLE APPLICANT TYPE: This is a public university training program, not a business cluster. The ""cluster"" is actually MUST Youth Enterprise Hub - a skills training facility for students. Registration number is the Universities Act itself, not a cluster registration. ""Members"" (0→213→183) are training cohorts/students, not business operators. Financial documents show training budgets (10.6M and 9.1M for cohorts), not commercial revenue evidence - no bank/Mpesa statements provided. The dairy activity is teaching students dairy processing skills, not operating a commercial dairy cluster. Fundamental category error: educational institution ≠ business cluster.",1,"Meru University chartered 2012 under Universities Act 2012 - this is a public university, not a cluster entity. No evidence of cluster registration as cooperative, company, or group. ""MUST Youth Enterprise Hub"" operates as university department, not independent legal entity. Cannot assess cluster track record as no cluster exists - only a training program with 2-year history (2023-2024). Governance listed (Dr. Wachira as Director/PI, Prof. Odhiambo as VC/Manager) reflects university hierarchy, not cluster structure.",0,"NO FINANCIAL EVIDENCE PROVIDED. Documents show training program budgets (1st cohort 10.6M for 212 trainees, 2nd cohort 9.1M for 183 trainees) - these are cost projections, not revenue statements. Claims turnover of 10M (2023) and 8M (2024) with suspicious profit of 8M in 2024 (100% margin impossible). Zero supporting documentation: no bank statements, no Mpesa records, no audited accounts, no income statements. Training budgets ≠ commercial turnover. Cannot verify any actual business revenue exists.",1,"Describes training market, not commercial market. States products sold to ""students, staff, walk-in clients"" (100% B2C) but no evidence of commercial scale operations. Mentions ""partnerships with local SMEs, Boda Boda groups, women's associations"" but these appear to be training placement partners, not customers. Competitors listed as ""other youth training institutions"" - confirms educational focus. No documented sales channels, customer contracts, or market validation. Price-cost margins given (dairy 50%, bakery 14%, phone repair 12%) but these appear to be training exercise calculations, not verified commercial margins.",2,"Has TRAINING objectives, not business objectives: ""Train 400 youth by 2026, increase product sales 50%, launch 3 innovation products annually."" These are educational program KPIs. Investment plan focuses on training equipment (pasteurizers, fermentation units, packaging tools, quality testing kits) to expand training capacity, not commercial production capacity. Reviews progress ""bi-annually using impact metrics including employment outcomes, SME start-ups"" - these are educational outcomes. No actual business growth strategy - expansion to Marsabit, Isiolo, Embu described as ""partnerships with TVET institutions and schools"" for more training, not market expansion.",0,"OUT OF SCOPE - fundamental category error. This is a TRAINING PROGRAM teaching dairy processing skills, not a dairy processing business cluster. Application states ""skill-based training and micro-manufacturing focusing on youth entrepreneurship"" - the focus is education, not production. Dairy described as 50% of activity but this means 50% of training curriculum, not 50% of commercial output. States ""trains youth across full value chain from sourcing to processing, packaging, marketing"" - this is pedagogy, not business operations. No evidence of commercial procurement contracts, wholesale/retail distribution, or significant market presence. The ""cluster"" doesn't participate in the value chain - it teaches about it.",4,"Strong gender inclusion: Dr. Virginia Wachira (female) leads as Director/PI; 50% female employees (10 of 20); claims women >30% leadership. Youth inclusion: 50% staff aged 18-35 (10 of 20). Environmental practices: bamboo charcoal (renewable fuel), rainwater harvesting, solar lighting, waste segregation/upcycling. However, these metrics apply to the training program staff/operations, not to a business cluster membership. Deduct 1 point because the ""enterprise"" being evaluated doesn't actually exist as a business cluster.",DQ1,,20,0,20,40,0,80,2,0,4,10,0,8,24,#N/A,DQ,#VALUE!,
application_679_bundle.zip,Applicant_679,CS/26335,Elgeyo-Marakwet,Dairy,Bank statement (Skyline SACCO),722211157,Pass,"Registered dairy cooperative (CS/26335, Oct 2021) with milk collection/distribution operations. Turnover exceeds 5M (9.9M→12.1M→10.9M). Bank statement shows 752K monthly inflows. Membership growth 329→629. RED FLAGS: Declining revenue, 0.4% profit margin in 2024, 13.5K closing balance despite large flows, heavy loan dependency (482K payroll advance), minimal processing beyond aggregation. Borderline Tier 2.",4,"Cooperative registered Oct 2021 (3+ years), certificate verified; governance complete (Chair/Secretary/Treasurer); membership growth 329-629; concerns: young entity with declining profit margins.",3,"Turnover 9.9M→12.1M→10.9M exceeds threshold; bank statement confirms activity; major issues: declining revenue, collapsing margins (1.4%→0.4%), 13.5K closing balance vs 752K inflows, heavy loan dependency, MS Excel accounting only.",3,"Sales split 45% B2B (hotels/cooperatives/hospitals), 55% B2C; two products (70% fresh milk, 30% ATM); declining revenue indicates market stress; faces competition from unlicensed vendors; no contracts or documented demand; price points given but no margin analysis.",3,"SMART targets (1200L→3000L daily, 35%→60% value-added, 1→3 locations by 2027); detailed investment plan with % allocations; critical gap: ambitious plans vs financial reality (13.5K balance, high debt, negative trajectory); execution capacity doubtful.",3,"Dairy value chain (priority); activities: milk collection from 629 farmers, minimal processing, ATM vending, distribution to B2B/B2C; concerns: primarily aggregation not transformation, processing charges only ~1K monthly, yogurt/cheese/UHT plans are future aspirations not current operations.",4,"35% women (219/629), 27% youth (170/629); all-male leadership; does not qualify as woman-owned; environmental practices are all ""future plans"" with no current implementation verified; no green investment in bank records.",,Tier 2,80,60,60,60,60,80,8,12,12,15,9,8,64,0,64,156,
application_680_bundle (1).zip,Applicant_680,CS/30760,Elgeyo-Marakwet,Edible Oils,Mpesa statement screenshot,,Fail,"E4 FAILURE - NO FINANCIAL EVIDENCE. Mpesa screenshot shows member deposits (500-2,000 Ksh individual transactions Nov-Jan 2025) NOT business turnover. Cooperative registered Aug 2024 (brand new, <1 year). Zero members/revenue 2022-2023, only 236 members in 2024. Claims 250K turnover 2024 but provides NO bank statement, NO income statement, NO cooperative financial records. Screenshot shows member contributions totaling ~30K, not 250K commercial sales. Edible oils value chain (priority) but describes only farming/post-harvest - NO processing or oil extraction mentioned. Brand new startup without established operations or verifiable financials.",2,"Registered Aug 2024 (CS/30760 certificate attached), only 6 months old; governance exists (Chair: Yusuf Kipchumba, Secretary: Janet Chesergon, Treasurer: Robert Komen); zero operations pre-2024 (0 members 2022-2023); brand new startup with no track record.",0,"FAILS E4 - no financial evidence; claims 250K turnover but only provides Mpesa screenshot of member contributions (~30K total from 500-2,000 Ksh deposits); no bank statement, no income statement, no cooperative sales records; cannot verify claimed 40K profit; ""banking"" listed as accounting package (not actual software).",1,"Sales split 35% B2B (food industries), 65% B2C (individuals/households); claims ""export market"" ambitions but zero current exports; no contracts, no MOUs, only ""awareness and sensitization""; margin claim (20K profit per acre, 3M annual to cooperative) unverifiable and inconsistent with 250K stated turnover; competitors are ""other cooperatives and private firms"" with no differentiation articulated.",1,"Objectives vague: ""increase acreage, recruit members, empower members, quality market demands"" without specific targets or timelines; ""reviewed quarterly"" but no baseline metrics; investment plan lists ""commercial pressing machine, Oil ATM"" but no budget, timeline, or procurement progress; huge gap between startup reality (6 months old, 250K turnover) and stated ambitions (export markets, contract farming).",1,"Edible oils value chain (priority) BUT describes only farming activities: ""planting certified seeds, proper spacing, pest/disease control, timely harvesting, drying, proper storage, marketing locally""; NO mention of oil extraction, pressing, or processing in current operations; investment plans mention ""commercial pressing machine"" as future need, confirming they don't currently process oil; this is a farming cooperative, not an edible oils producer.",3,"45% women (106/236); female Secretary (Janet Chesergon); claims woman-owned based on ""gender tool observed"" but explanation unclear and doesn't meet criteria (no 51% ownership, no female CEO/President, unclear board composition); 44% youth (103/236); green practices: minimum tillage, pesticide tin disposal, farmyard manure, terracing, biological pest control - basic practices, nothing exceptional.",,,40,0,20,20,20,60,4,0,4,5,3,6,22,0,22,#N/A,
application_681_bundle (1).zip,Applicant_681,CS/17736,Siaya,Construction,Bank statement 2023 + Audited FS 2024,724585376,Fail,"WRONG APPLICANT TYPE. This is a SACCO (Savings and Credit Cooperative) providing financial services, not a production cluster. Revenue of 37.6M→38.6M→39.1M comes from interest income on loans (8.55M interest on 39.1M loan portfolio per audited FS), not sales of construction materials or other goods. Members operate independently in bricks, sunflower, fishing sectors with SACCO credit support, but the entity itself is a financial intermediary. Audited statements confirm: 32.8M member deposits, 39.1M loans, 116K surplus - classic SACCO operations. While members may engage in priority VCs, the applicant entity doesn't produce/process goods. Fundamentally ineligible regardless of financial strength.",0,"CS/17736 registered Feb 2015 (10 years); governance structure exists (Chair/CEO/Treasurer); members grew 1,529→3,144; employees 8→15. But SACCO operations, not cluster production.",0,"Turnover 39.1M (2024) reflects interest income, not goods sales; audited FS shows 8.55M interest revenue on loan portfolio; surplus collapsed from 1.88M (2022) to 116K (2024); tight liquidity ratio 1.1:1. SACCO financials irrelevant for cluster evaluation.",0,"3,144 members (58% female, 67% youth 18-35), but audited FS shows active members declined 2,329→1,547; SACCO membership ≠ cluster membership; no collective production or marketing.",0,"Plans sunflower plant (20M), brick workshops (15M), boat workshop (25M); vague objectives without timelines; SACCO may finance but won't operate these facilities; members' individual businesses ≠ integrated cluster.",0,"Describes supporting members in bricks, sunflower, fishing via procurement/linkages; SACCO provides credit, not production; no collective processing or value addition by the entity itself.",0,"Female CEO (Veronicah Ndunge); uses QuickBooks; claims woman-owned but unclear criteria met; green practices (briquettes, tree planting); lending capacity ≠ production capacity.",DQ1,,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,DQ,#VALUE!,
application_682_bundle (1).zip,Applicant_682,ASS-D9B70AA,Samburu,Edible Oils,Unreadable Mpesa statement Document,718406886,Fail,Financial statement attached but completely unreadable/illegible - cannot verify business transactions or turnover,0,Brand new registration Aug 2024; no track record established,0,Unreadable financial statement prevents turnover verification of 100K-200K claims,0,Traditional extraction; unknown plant species; niche local market only,0,"Vague aspirations; no budget, timelines or specific targets provided",0,Claims oil extraction plus gum/resin but unverifiable operations and processing,0,"70% women, 12 youth, table banking only; no green practices",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_683_bundle.zip,Applicant_683,CS/707,Elgeyo-Marakwet,Dairy,No bank statement provided,722589568,Fail,Registration certificate duplicated 3x (labeled as bank statement & cash books); no actual financial evidence provided,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_684_bundle.zip,Applicant_684,ASS8552A47,Homa Bay,Other,Bank statement May 2022-Jan 2024,732423119,Fail,Banana value chain and poultry keeping are NOT among the 10 designated priority value chains,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_685_bundle.zip,Applicant_685,CS/10775,Samburu,Other,Bank transaction documents attached,725572263,Fail,Honey production/beekeeping is NOT among the 10 designated priority value chains ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
