,,"Eligibility Criteria
Decision Box – Eligibility
If any E1–E5 fails → mark INELIGIBLE; exclude from scoring.
If all pass → proceed to Primary Criteria scoring.",,,,,,,"Scoring Rubrics (0–5 anchors per criterion)
Choose the best-fit level per criterion.
Evidence Box – Financial
Accept: bank/M-Pesa PDFs, screenshots (machine-readable if possible), Excel exports, signed income summaries, simple stock/COGS ledgers.",,,,,,,,,,,, Disqualifiers & Penalties,TIERS,NORMALIZED SCORE,,,,,,WEIGHTED SCORING,,,,,,,COMPOSITE SCORE,,RANK,
application_KJET-20251230175730-UMIA_with_attachments_2026-01-14_10-52-27,Applicant_KJET-20251230175730-UMIA,CS/22478,SIAYA,Construction Materials,,Yes,Yes,All requirements met,3,"SACCO  in registered 2018 (7 years). Minimal governance (Chairperson, Secretary, CEO only). Incubation facility",3,Turnover is 1M - 5M,1,"Construction: supplies building materials for poultry units to SACCO members. 60% B2B, 40% B2C (both ""members""). Competes with hardware shops. ""500 shillings per item"" pricing unclear",1,"Vague plan: ""stock building materials from factories at subsidized price"", ""satellite centers near members"". No costed budget, no specific targets. Minimal effort application (short responses)",2,"Construction (priority value chain). Currently: procurement (cement, timber, iron sheets, steel, wiremesh, chicken wire, drinkers, feeders) → distribution to members. Retail/distribution only, no manufacturing",2,"The CEO is a female. Energy-saving jikos, waste management training, biosecurity. Demographics collapsed with membership",,,60,60,20,20,40,40,6,12,4,5,6,4,37,0,37,31,
application_KJET-20251230185931-HGG2_with_attachments_2026-01-14_10-52-24,Applicant_KJET-20251230185931-HGG2,CS/29399,SIAYA,Minerals,,No,Yes,Locked financial document,4,Registered in 2023. Full governance structure (6 officers),0,Locked financial statement,4,Minerals - Gold mining (priority value chain). Artisanal mining → modern processing facility (mercury-free). 100% B2C. Competes with Congo/Tanzania foreign investors. 4% annual gold turnover stated,4,"Detailed plan: modern processing facility, mercury-free technology, value addition (refineries), exploration/resource expansion, automation/AI, partnerships with artisanal miners. Target: Migori, Narok expansion",5,"Minerals - Gold (PRIORITY value chain). Full value chain: prospecting → extraction (surface/underground) → processing (crushing, milling) → refining → market sales. Plans modern processing facility",4,"Membership comprises of 30% women. Women CEO/Director. Mercury-free processing, renewable energy, water recycling, waste reduction, land reclamation, reforestation",P2,,80,0,80,80,100,80,8,0,16,20,15,8,67,3,64,9,
application_KJET-20251230220802-VFMH_with_attachments_2026-01-14_10-52-22,Applicant_KJET-20251230220802-VFMH,BON/S.H./4511,SIAYA,Textiles,,Yes,Yes,All requirements met,4,CBO registered in 2006. Full governance (6 officers). ,3,Turnover is between 1M and 5M,5,"Textiles: hand-woven products (70% turnover), yarns/fabrics (20%), training (10%). 70% B2C (tourists), 20% export (fashion houses), 10% B2B (corporate). E-commerce enabled. Farm-to-shop value chain",5,"Detailed plan: solar-powered looms/spinning, upgraded dyeing/finishing equipment, digital inventory/marketing systems. Target: urban markets, institutional buyers, ethical fashion brands, export expansion. Trade fairs, MOUs in progress",5,"Textiles (PRIORITY value chain). Full value chain: raw material sourcing (cotton, wool, silk, plant fibers) → hand-spinning → natural dyeing → hand-weaving → finishing → retail/export. Farm-to-shop integration",5,"51%+ women-owned, women CEO/Director/Manager. Organic cotton, natural dyes, hand-powered weaving, solar transition, climate-smart farming, local sourcing, waste minimization",,,80,60,100,100,100,100,8,12,20,25,15,10,90,0,90,1,
application_KJET-20251231085808-HTVQ_with_attachments_2026-01-14_10-52-18,Applicant_KJET-20251231085808-HTVQ,BON/CBO/293,SIAYA,Blue Economy,,yes,Yes,Very minimal financial evidence attached,4,"CBO registered in 2021. Stable membership: 15 members (all years). Basic governance structure (Chairperson, Secretary, Treasurer). ",1,Minimal financials uploaded,2,"Blue Economy: fish cage farming (1-year harvest cycle). 50% B2B, 50% B2C (both ""local buyers""). Competes with fellow fish farmers. Uses ""onchonga"" (omena/dagaa) as fish feed",2,"Vague plan: ""expand to international markets and hotels in cities"", ""construct large cages"". No costed budget, no MOUs. Minimal effort application (short responses, typos: ""mordan"", ""motarlitry"", ""ajent"")",4,"Blue Economy (PRIORITY value chain). Fish cage farming: fingerling stocking → feeding (1 year) → harvest → sales to local market. Production stage only, no processing/value addition",4,7 female members and 2 of the women in top management. Youth employment focus. Uses locally sourced items. Limited environmental practices described,,,80,20,40,40,80,80,8,4,8,10,12,8,50,0,50,20,
application_KJET-20251231163501-F6PH_with_attachments_2026-01-14_10-52-15,Applicant_KJET-20251231163501-F6PH,CS/16775,SIAYA,OTHER,Fruit processing,No,Yes,Very minimal financial evidence attached,5,Registered in 2014. with a full functional governance structure(6 officers). ,1,Very thin financial evidence,3,"Fruit processing: juices, pulp, concentrates, smoothies, blended products. Competes with Ramba, Siaya Fruit Processing, Del Monte. Stated margins 35-45% (juices 40%, pulp 40%, smoothies 44%)",4,"Detailed plan: expand processing/storage, upgrade machinery, automated systems, digital marketing/e-commerce. Targets: 30% output increase, 3 new counties (Kisumu, Homa Bay, Migori), 35% margins. MOUs in progress",4,"Fruit processing (OTHER - not priority VC). Full value chain: nurseries → farming → harvesting → aggregation → processing (washing, sorting, peeling, juicing, blending, pasteurizing) → packaging → distribution",4,"Women CEO/Manager/Treasurer, 20%+ women ownership. Composting waste, water conservation, energy efficiency, solar power, drought-resistant varieties, eco-packaging",,,100,20,60,80,80,80,10,4,12,20,12,8,66,0,66,7,
application_KJET-20251231181530-UZYD_with_attachments_2026-01-14_10-52-12,Applicant_KJET-20251231181530-UZYD,Cs/12307,SIAYA,Rice,,Yes,Yes,All requirements met,3,"Registered in 2009, with a basic leadership structure in place",2,Turnover is less than 1M,2,"Rice milling, rice bran, fertilizer from husks. 15% B2B, 80% B2C, 5% export. E-commerce enabled. Competes with ""Alego usonga"". Minimal effort responses",1,"Vague plan: ""be a countrywide supplier"", ""modern milling machine"", ""technology"". No costed budget, no specific targets, no MOUs. Minimal effort: ""Yes"" for objectives, ""Technology"" for challenges (repeated twice)",5,"Rice (PRIORITY value chain). Rice milling: paddy procurement → milling → rice production + by-products (bran, husks for fertilizer). Value addition through by-product utilization",2," Claims ""empowers women"" but no specifics. Water management practices. Minimal sustainability detail",,,60,40,40,20,100,40,6,8,8,5,15,4,46,0,46,27,
application_KJET-20251231201521-DXR7_with_attachments_2026-01-14_10-52-07,Applicant_KJET-20251231201521-DXR7,CPR/2011/61184,SIAYA,Construction Materials,,Yes,Yes,All requirements met,5,"Registered in 2011, with a functioning governance structure",3,Turnover is 1M - 5M,4,"Construction materials: cement/aggregates (50%), steel/roofing (20%), timber/fittings (20%). 60% B2B (contractors, developers), 40% B2C (households). E-commerce enabled. Competes with hardware stores, distributors",4,"Clear plan: expand storage, acquire delivery vehicles, upgrade inventory/accounting systems. Target contractors/developers. Secured 2 contractor deals, online ordering system operational. MOUs in progress",3,"Construction (PRIORITY value chain). Distribution/retail role: procurement from manufacturers/wholesalers → storage → distribution → delivery to construction sites. No manufacturing, retail/supply only",3,"Women Director/Manager, joint leadership. Solar energy, recycling programs (concrete, metal, aggregates), sustainable sourcing (recycled steel), emission reduction targets",,,100,60,80,80,60,60,10,12,16,20,9,6,73,0,73,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAITA TAVETA,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
application_KJET-20251208144805-DUCU_with_attachments_2026-01-14_11-02-10,Applicant_KJET-20251208144805-DUCU,PVT-Q7UAGRA,TAITA TAVETA,Edible Oils,,yes,yes,All requirements met,2,"registered in 2019, only the CEO is available",3,has a turnover of 1-5M,2,has 1 market channel,3, has a clear plan but no budget,3,weak market linkages,4,has high participation and 2 green practices,,,40,60,40,60,60,80,4,12,8,15,9,8,56,0,56,5,
application_KJET-20251212180440-JB12_with_attachments_2026-01-14_11-02-08,Applicant_KJET-20251212180440-JB12,DSD/6/23/01/42412,TAITA TAVETA,Dairy,,yes,yes,All requirements met,4,"registered in 2024, active leadership",2,has a turnover of less than 1M,2,has 1 market channel,3,has a clear plan but no budget,3,weak market linkages,4,"50% partipation of women, no green practices",,,80,40,40,60,60,80,8,8,8,15,9,8,56,0,56,5,
application_KJET-20251218151245-C8KF_with_attachments_2026-01-14_11-02-06,Applicant_KJET-20251218151245-C8KF,DSD/6/23/02/165731,TAITA TAVETA,OTHER,self help group,no,yes,no financial documents,3,"registered in 2025, active leadership",0,no financial document,0,no market channels,0,no business plan,0,not in priority VC,2,"100% participation of women, no green practices",P1,,60,0,0,0,0,40,6,0,0,0,0,4,10,5,5,14,
application_KJET-20251223233936-QNEI_with_attachments_2026-01-14_11-02-04,Applicant_KJET-20251223233936-QNEI,DSD/6/2301/62891,TAITA TAVETA,Edible Oils,,yes,yes,All requirements met,3,"registered in 2025, active leadership",2,turnover of less than 1M,2,has 1 market channel,2,unclear plans,3,weak market linkages,4,high partcipation of both women and youth and 1 green practice,,,60,40,40,40,60,80,6,8,8,10,9,8,49,0,49,11,
application_KJET-20251224102814-VN2P_with_attachments_2026-01-14_11-02-01,Applicant_KJET-20251224102814-VN2P,BN-VDC2BDX,TAITA TAVETA,Dairy,,yes,yes,All requirements met,5,"registered in 2019, active leadership",1,thin evidence,0,no market channels,2,no concreate plan,1,no clear processes and market linkages,3,moderate inclusion and 1 green practice,,,100,20,0,40,20,60,10,4,0,10,3,6,33,0,33,13,
application_KJET-20251227142029-JTI6_with_attachments_2026-01-14_11-01-56,Applicant_KJET-20251227142029-JTI6,3341696,TAITA TAVETA,Blue Economy,,yes,yes,All requirements met,5,"registered in 2014, active leadership",1,thin evidence,3,has 2 chhannels,3,clear plan no budget,4,has market linkages,2,"low inclusion, 1 green practice",,,100,20,60,60,80,40,10,4,12,15,12,4,57,0,57,4,
application_KJET-20251230143637-XTTY_with_attachments_2026-01-14_11-01-53,Applicant_KJET-20251230143637-XTTY,71461,TAITA TAVETA,Minerals,,yes,yes,All requirements met,5,"registered in 2021, active leadership",1,thin evidence,0,has no market channels,3,clear plan no budget,3,weak market linkages,3,high inclusion of women but no green practices,,,100,20,0,60,60,60,10,4,0,15,9,6,44,0,44,12,
application_KJET-20251230150940-OHIO_with_attachments_2026-01-14_11-01-51,Applicant_KJET-20251230150940-OHIO,DSD/6/23/01/16003,TAITA TAVETA,Edible Oils,,yes,yes,All requirements met,4,"registered in 2024, active leadership",1,thin evidence,2,has 1 market channel,3,clear plan no budget,3,weak market linkages,4,high partcipation of both women and youth and 1 green practice,,,80,20,40,60,60,80,8,4,8,15,9,8,52,0,52,9,
application_KJET-20251230163501-PF2N_with_attachments_2026-01-14_11-01-49,Applicant_KJET-20251230163501-PF2N,CS/32032,TAITA TAVETA,Dairy,,yes,yes,All requirements met,3,"registered in 2025, active leadership",5,has a turnover of more than 10M,3,has 2 chhannels,3,clear plan no budget,5,clear processes,4,high partcipation of both women and youth and inclusion of green practices,,,60,100,60,60,100,80,6,20,12,15,15,8,76,0,76,1,
application_KJET-20251230221706-NDCH_with_attachments_2026-01-14_11-01-47,Applicant_KJET-20251230221706-NDCH,DSD/6/23/01/106012,TAITA TAVETA,Edible Oils,,yes,yes,All requirements met,3,"registered in 2025, active leadership",1,thin evidence,2,has 1 market channel,3,clear plan no budget,3,weak market linkages,4,high participation of women and 1 green practice,,,60,20,40,60,60,80,6,4,8,15,9,8,50,0,50,10,
